Name;Birthday;Club;Club2;Club3;Year;League
Danilo Teodoro Soares;1991-10-29;Ingolstadt;;;2017.0;GER-Bundesliga
Simon Zoller;1991-06-26;FC Koln;;;2017.0;GER-Bundesliga
Sebastian Ernst;1995-03-04;Hannover;;;2017.0;GER-Bundesliga
Maximilian Bennet Kruse;1988-03-19;Wolfsburg;;;2017.0;GER-Bundesliga
Marius Gersbeck;1995-06-20;Hertha Berlin;;;2017.0;GER-Bundesliga
Peter Pekarík;1986-10-30;Hertha Berlin;;;2017.0;GER-Bundesliga
Yannick Gerhardt;1994-03-13;FC Koln;;;2017.0;GER-Bundesliga
Kevin Stöger;1993-08-27;Stuttgart;;;2017.0;GER-Bundesliga
Christian Mathenia;1992-03-31;Darmstadt;;;2017.0;GER-Bundesliga
Tobias Sippel;1988-03-22;Borussia M.Gladbach;;;2017.0;GER-Bundesliga
Tony Jantschke;1990-04-07;Borussia M.Gladbach;;;2017.0;GER-Bundesliga
Jannik Huth;1994-04-15;Mainz;;;2017.0;GER-Bundesliga
Anthony Ujah;1990-10-14;Werder Bremen;;;2017.0;GER-Bundesliga
Marco Schuster;1995-10-10;Augsburg;;;2017.0;GER-Bundesliga
Julian Weigl;1995-09-08;Borussia Dortmund;;;2017.0;GER-Bundesliga
Suat Serdar;1997-04-11;Mainz;;;2017.0;GER-Bundesliga
Oliver Baumann;1990-06-02;Hoffenheim;;;2017.0;GER-Bundesliga
Pavel Kadeřábek;1992-04-25;Hoffenheim;;;2017.0;GER-Bundesliga
Kevin Vogt;1991-09-23;FC Koln;;;2017.0;GER-Bundesliga
Florian Grillitsch;1995-08-07;Werder Bremen;;;2017.0;GER-Bundesliga
Dominik Kohr;1994-01-31;Augsburg;;;2017.0;GER-Bundesliga
Danny Vieira da Costa;1993-07-13;Ingolstadt;;;2017.0;GER-Bundesliga
Erik Durm;1992-05-12;Borussia Dortmund;;;2017.0;GER-Bundesliga
Phillipp Klement;1992-09-09;Mainz;;;2017.0;GER-Bundesliga
Marlon Ritter;1994-10-15;Borussia M.Gladbach;;;2017.0;GER-Bundesliga
Grischa Prömel;1995-01-09;Hoffenheim;;;2017.0;GER-Bundesliga
Fabian Reese;1997-11-29;Schalke;;;2017.0;GER-Bundesliga
John Anthony Brooks;1993-01-28;Hertha Berlin;;;2017.0;GER-Bundesliga
Christoph Kramer;1991-02-19;Leverkusen;;;2017.0;GER-Bundesliga
Patrick Herrmann;1991-02-12;Borussia M.Gladbach;;;2017.0;GER-Bundesliga
Robin Zentner;1994-10-28;Mainz;;;2017.0;GER-Bundesliga
Stefan Bell;1991-08-24;Mainz;;;2017.0;GER-Bundesliga
Alexander Hack;1993-09-08;Mainz;;;2017.0;GER-Bundesliga
Florian Niederlechner;1990-10-24;Mainz;;;2017.0;GER-Bundesliga
Alexander Nübel;1996-09-30;Schalke;;;2017.0;GER-Bundesliga
Jeremy Toljan;1994-08-08;Hoffenheim;;;2017.0;GER-Bundesliga
Sead Kolašinac;1993-06-20;Schalke;;;2017.0;GER-Bundesliga
Ricardo Iván Rodríguez Araya;1992-08-25;Wolfsburg;;;2017.0;GER-Bundesliga
Arianit Ferati;1997-09-07;Stuttgart;;;2017.0;GER-Bundesliga
Marnon Thomas Busch;1994-12-08;Werder Bremen;;;2017.0;GER-Bundesliga
Fabian Holland;1990-07-11;Darmstadt;;;2017.0;GER-Bundesliga
Tim Rieder;1993-09-03;Augsburg;;;2017.0;GER-Bundesliga
Tobias Kempe;1989-06-27;Darmstadt;;;2017.0;GER-Bundesliga
Benedikt Gimber;1997-02-19;Hoffenheim;;;2017.0;GER-Bundesliga
Alexander Brunst-Zöllner;1995-07-07;Hamburg;;;2017.0;GER-Bundesliga
Raphael Framberger;1995-09-06;Augsburg;;;2017.0;GER-Bundesliga
Jeffrey Gouweleeuw;1991-07-10;Augsburg;;;2017.0;GER-Bundesliga
Maximilian Mittelstädt;1997-03-18;Hertha Berlin;;;2017.0;GER-Bundesliga
Waldemar Riptsov Anton;1996-07-20;Hannover;;;2017.0;GER-Bundesliga
Genki Haraguchi;1991-05-09;Hertha Berlin;;;2017.0;GER-Bundesliga
Karim Onisiwo;1992-03-17;Mainz;;;2017.0;GER-Bundesliga
Phillipp Steinhart;1992-07-07;Bayern;;;2017.0;GER-Bundesliga
Luca Caldirola;1991-02-01;Darmstadt;;;2017.0;GER-Bundesliga
Sławomir Konrad Peszko;1985-02-19;FC Koln;;;2017.0;GER-Bundesliga
Albin Ekdal;1989-07-28;Hamburg;;;2017.0;GER-Bundesliga
Frederik Hillersborg Sørensen;1992-04-14;FC Koln;;;2017.0;GER-Bundesliga
Jannes-Kilian Horn;1997-02-06;Wolfsburg;;;2017.0;GER-Bundesliga
Luca-Milan Zander;1995-08-09;Werder Bremen;;;2017.0;GER-Bundesliga
Sebastian Stolze;1995-01-29;Wolfsburg;;;2017.0;GER-Bundesliga
Paul Seguin;1995-03-29;Wolfsburg;;;2017.0;GER-Bundesliga
Dennis Diekmeier;1989-10-20;Hamburg;;;2017.0;GER-Bundesliga
Thomas Pledl;1994-05-23;Ingolstadt;;;2017.0;GER-Bundesliga
Lukas Thomas Fröde;1995-01-23;Werder Bremen;;;2017.0;GER-Bundesliga
Borys Tashchy;1993-07-26;Stuttgart;;;2017.0;GER-Bundesliga
Christian Ortag;1995-01-14;Ingolstadt;;;2017.0;GER-Bundesliga
Janek Sternberg;1992-10-19;Werder Bremen;;;2017.0;GER-Bundesliga
Leandro Putaro;1997-01-07;Wolfsburg;;;2017.0;GER-Bundesliga
Philipp Sven Müller;1995-03-03;Hamburg;;;2017.0;GER-Bundesliga
Timo Königsmann;1997-04-05;Hannover;;;2017.0;GER-Bundesliga
Federico Barba;1993-09-01;Stuttgart;;;2017.0;GER-Bundesliga
Jiloan Mohamed Hamad Amin Alla Werdi;1990-11-06;Hoffenheim;;;2017.0;GER-Bundesliga
Leon Guwara;1996-06-28;Werder Bremen;;;2017.0;GER-Bundesliga
Moritz Sprenger;1995-02-22;Wolfsburg;;;2017.0;GER-Bundesliga
Valmir Bajram Sulejmani;1996-02-01;Hannover;;;2017.0;GER-Bundesliga
Ömer Toprak;1989-07-21;Leverkusen;;;2017.0;GER-Bundesliga
Tolga Ciğerci;1992-03-23;Hertha Berlin;;;2017.0;GER-Bundesliga
Raúl Marcelo Bobadilla;1987-06-18;Augsburg;;;2017.0;GER-Bundesliga
El Hadji Papy Mison Djilobodji;1988-12-01;Werder Bremen;;;2017.0;GER-Bundesliga
Allan Irénée Saint-Maximin;1997-03-12;Hannover;;;2017.0;GER-Bundesliga
Lukas Boeder;1997-04-18;Leverkusen;;;2017.0;GER-Bundesliga
Marvin Friedrich;1995-12-13;Schalke;;;2017.0;GER-Bundesliga
Kyriakos Papadopoulos;1992-02-23;Leverkusen;;;2017.0;GER-Bundesliga
Maurice Michael Multhaup;1996-12-15;Ingolstadt;;;2017.0;GER-Bundesliga
Jeremy Calvin Dudziak;1995-08-28;Borussia Dortmund;;;2017.0;GER-Bundesliga
Felix Platte;1996-02-11;Darmstadt;Schalke;;2017.0;GER-Bundesliga
Ioannis Gelios;1992-04-24;Augsburg;;;2017.0;GER-Bundesliga
Robert Bauer;1995-04-09;Ingolstadt;;;2017.0;GER-Bundesliga
Gaëtan Bussmann;1991-02-02;Mainz;;;2017.0;GER-Bundesliga
Alexandru Iulian Maxim;1990-07-08;Stuttgart;;;2017.0;GER-Bundesliga
Pascal Stenzel;1996-03-20;Borussia Dortmund;;;2017.0;GER-Bundesliga
Robin Tim Becker;1997-01-18;Leverkusen;;;2017.0;GER-Bundesliga
Marlon Frey;1996-03-24;Leverkusen;;;2017.0;GER-Bundesliga
Ceyhun Gülselam;1987-12-25;Hannover;;;2017.0;GER-Bundesliga
Levent Ayçiçek;1994-02-14;Werder Bremen;;;2017.0;GER-Bundesliga
Arturo Erasmo Vidal Pardo;1987-05-22;Bayern;;;2017.0;GER-Bundesliga
Alessandro André Schöpf;1994-02-07;Schalke;;;2017.0;GER-Bundesliga
Kevin Volland;1992-07-30;Hoffenheim;;;2017.0;GER-Bundesliga
Carlos Armando Gruezo Arboleda;1995-04-19;Stuttgart;;;2017.0;GER-Bundesliga
Matthias Lukas Ginter;1994-01-19;Borussia Dortmund;;;2017.0;GER-Bundesliga
Maximilian Eggestein;1996-12-08;Werder Bremen;;;2017.0;GER-Bundesliga
Philipp Hosiner;1989-05-15;FC Koln;;;2017.0;GER-Bundesliga
Slobodan Medojević;1990-10-20;Eintracht Frankfurt;;;2017.0;GER-Bundesliga
Yannick Stark;1990-10-28;Darmstadt;;;2017.0;GER-Bundesliga
Miloš Pantović;1996-07-07;Bayern;;;2017.0;GER-Bundesliga
Darío Lezcano Mendoza;1990-06-30;Ingolstadt;;;2017.0;GER-Bundesliga
Michael Gregoritsch;1994-04-18;Hamburg;;;2017.0;GER-Bundesliga
Robin Knoche;1992-05-22;Wolfsburg;;;2017.0;GER-Bundesliga
Yunus Mallı;1992-02-24;Mainz;;;2017.0;GER-Bundesliga
Benjamin Uphoff;1993-08-08;Stuttgart;;;2017.0;GER-Bundesliga
Dominique Heintz;1993-08-15;FC Koln;;;2017.0;GER-Bundesliga
Santiago García;1988-07-08;Werder Bremen;;;2017.0;GER-Bundesliga
Carlos Augusto Zambrano Ochandarte;1989-07-10;Eintracht Frankfurt;;;2017.0;GER-Bundesliga
Mevlüt Erdinç;1987-02-25;Hannover;;;2017.0;GER-Bundesliga
Ismail Azzaoui;1998-01-06;Wolfsburg;;;2017.0;GER-Bundesliga
Roman Bürki;1990-11-14;Borussia Dortmund;;;2017.0;GER-Bundesliga
Javier Martínez Aginaga;1988-09-02;Bayern;;;2017.0;GER-Bundesliga
Marcelo Antônio Guedes Filho;1987-05-20;Hannover;;;2017.0;GER-Bundesliga
Douglas Costa de Souza;1990-09-14;Bayern;;;2017.0;GER-Bundesliga
Mathew Allan Leckie;1991-02-04;Ingolstadt;;;2017.0;GER-Bundesliga
Javier Hernández Balcázar;1988-06-01;Leverkusen;;;2017.0;GER-Bundesliga
Jin-Su Kim;1992-06-13;Hoffenheim;;;2017.0;GER-Bundesliga
Xizhe Zhang;1991-01-23;Wolfsburg;;;2017.0;GER-Bundesliga
Jhon Andrés Córdoba Copete;1993-05-11;Mainz;;;2017.0;GER-Bundesliga
Ja-Cheol Koo;1989-02-27;Augsburg;Mainz;;2017.0;GER-Bundesliga
Philipp Bargfrede;1989-03-03;Werder Bremen;;;2017.0;GER-Bundesliga
Salomon Armand Magloire Kalou;1985-08-05;Hertha Berlin;;;2017.0;GER-Bundesliga
Alfredo Eloy Galo Morales;1990-05-12;Ingolstadt;;;2017.0;GER-Bundesliga
Erik Thommy;1994-08-20;Augsburg;;;2017.0;GER-Bundesliga
Jeong-Ho Hong;1989-08-12;Augsburg;;;2017.0;GER-Bundesliga
Seung-Woo Ryu;1993-12-17;Leverkusen;;;2017.0;GER-Bundesliga
Nabil Bahoui;1991-02-05;Hamburg;;;2017.0;GER-Bundesliga
Oskar Zawada;1996-02-01;Wolfsburg;;;2017.0;GER-Bundesliga
Russell Canouse;1995-06-11;Hoffenheim;;;2017.0;GER-Bundesliga
Toni Šunjić;1988-12-15;Stuttgart;;;2017.0;GER-Bundesliga
Jan Thilo Kehrer;1996-09-21;Schalke;;;2017.0;GER-Bundesliga
Dante Bonfim Costa Santos;1983-10-18;Wolfsburg;Bayern;;2017.0;GER-Bundesliga
Julian-Maurice Derstroff;1992-01-05;Mainz;;;2017.0;GER-Bundesliga
Marcel Heller;1986-02-12;Darmstadt;;;2017.0;GER-Bundesliga
Marvin Matip;1985-09-25;Ingolstadt;;;2017.0;GER-Bundesliga
Nico Ingo Rinderknecht;1997-10-11;Eintracht Frankfurt;;;2017.0;GER-Bundesliga
Yanni Regäsel;1996-01-13;Eintracht Frankfurt;Hertha Berlin;;2017.0;GER-Bundesliga
Tim Dierßen;1996-01-15;Hannover;;;2017.0;GER-Bundesliga
Emil Berggreen;1993-05-10;Mainz;;;2017.0;GER-Bundesliga
Sascha Mölders;1985-03-20;Augsburg;;;2017.0;GER-Bundesliga
Konstantin Engel;1988-07-27;Ingolstadt;;;2017.0;GER-Bundesliga
Fynn Arkenberg;1996-03-04;Hannover;;;2017.0;GER-Bundesliga
Yannick Joschka Zummack;1996-03-26;Eintracht Frankfurt;;;2017.0;GER-Bundesliga
Joël Abu Hanna;1998-01-22;Leverkusen;;;2017.0;GER-Bundesliga
Mart Ristl;1996-07-07;Stuttgart;;;2017.0;GER-Bundesliga
Melvyn Lorenzen;1994-11-26;Werder Bremen;;;2017.0;GER-Bundesliga
Artur Adam Sobiech;1990-06-12;Hannover;;;2017.0;GER-Bundesliga
Ronny Marcos;1993-10-01;Hamburg;;;2017.0;GER-Bundesliga
Kerim Carolus;1994-06-16;Hamburg;;;2017.0;GER-Bundesliga
Yannick Günzel;1996-06-06;Bayern;;;2017.0;GER-Bundesliga
Marwin Hitz;1987-09-18;Augsburg;;;2017.0;GER-Bundesliga
Job Joël André Matip;1991-08-08;Schalke;;;2017.0;GER-Bundesliga
Mark-Alexander Uth;1991-08-24;Hoffenheim;;;2017.0;GER-Bundesliga
Thiago Alcântara do Nascimento;1991-04-11;Bayern;;;2017.0;GER-Bundesliga
Lukáš Hrádecký;1989-11-24;Eintracht Frankfurt;;;2017.0;GER-Bundesliga
Jonathan Glao Tah;1996-02-11;Leverkusen;;;2017.0;GER-Bundesliga
Pierre Thomas Robin Neurath Bengtsson;1988-04-12;Mainz;;;2017.0;GER-Bundesliga
Leon Aderemi Balogun;1988-06-28;Mainz;;;2017.0;GER-Bundesliga
Ville Matti Steinmann;1995-01-08;Hamburg;;;2017.0;GER-Bundesliga
Marvin Schwäbe;1995-04-25;Hoffenheim;;;2017.0;GER-Bundesliga
Christian Clemens;1991-08-04;Mainz;;;2017.0;GER-Bundesliga
Marco Höger;1989-09-16;Schalke;;;2017.0;GER-Bundesliga
Pierre-Michel Lasogga;1991-12-15;Hamburg;;;2017.0;GER-Bundesliga
Julian Korb;1992-03-21;Borussia M.Gladbach;;;2017.0;GER-Bundesliga
Marcel Hilßner;1995-01-30;Werder Bremen;;;2017.0;GER-Bundesliga
Gian-Luca Waldschmidt;1996-05-19;Eintracht Frankfurt;;;2017.0;GER-Bundesliga
Charlison Girigorio Benschop;1989-08-21;Hannover;;;2017.0;GER-Bundesliga
Fabian Frei;1989-01-08;Mainz;;;2017.0;GER-Bundesliga
Tolcay Ciğerci;1995-01-24;Hamburg;;;2017.0;GER-Bundesliga
Arif Ekin;1995-09-14;Augsburg;;;2017.0;GER-Bundesliga
Eric Maxim Choupo-Moting;1989-03-23;Schalke;;;2017.0;GER-Bundesliga
Manuel Peter Neuer;1986-03-27;Bayern;;;2017.0;GER-Bundesliga
Sven Ulreich;1988-08-03;Bayern;;;2017.0;GER-Bundesliga
Joshua Walter Kimmich;1995-02-08;Bayern;;;2017.0;GER-Bundesliga
Kingsley Junior Coman;1996-06-13;Bayern;;;2017.0;GER-Bundesliga
Leon Christoph Goretzka;1995-02-06;Schalke;;;2017.0;GER-Bundesliga
Thomas Müller;1989-09-13;Bayern;;;2017.0;GER-Bundesliga
Leroy Aziz Sané;1996-01-11;Schalke;;;2017.0;GER-Bundesliga
Nadiem Amiri;1996-10-27;Hoffenheim;;;2017.0;GER-Bundesliga
Henrikh Hamlet Mkhitaryan;1989-01-21;Borussia Dortmund;;;2017.0;GER-Bundesliga
Granit Xhaka;1992-09-27;Borussia M.Gladbach;;;2017.0;GER-Bundesliga
Hakan Çalhanoğlu;1994-02-08;Leverkusen;;;2017.0;GER-Bundesliga
Andreas Bødtker Christensen;1996-04-10;Borussia M.Gladbach;;;2017.0;GER-Bundesliga
Yann Sommer;1988-12-17;Borussia M.Gladbach;;;2017.0;GER-Bundesliga
Gideon Jung;1994-09-12;Hamburg;;;2017.0;GER-Bundesliga
Niklas Bernd Dorsch;1998-01-15;Bayern;;;2017.0;GER-Bundesliga
Maximilian Grün;1987-04-05;Wolfsburg;;;2017.0;GER-Bundesliga
Noah Joel Sarenren Bazee;1996-08-21;Hannover;;;2017.0;GER-Bundesliga
Dominik Stroh-Engel;1985-11-27;Darmstadt;;;2017.0;GER-Bundesliga
Tomáš Pekhart;1989-05-26;Ingolstadt;;;2017.0;GER-Bundesliga
Mario Götze;1992-06-03;Bayern;;;2017.0;GER-Bundesliga
Christian Mate Pulišić;1998-09-18;Borussia Dortmund;;;2017.0;GER-Bundesliga
Heung-Min Son;1992-07-08;Leverkusen;;;2017.0;GER-Bundesliga
Ivan Perišić;1989-02-02;Wolfsburg;;;2017.0;GER-Bundesliga
Robert Lewandowski;1988-08-21;Bayern;;;2017.0;GER-Bundesliga
İlkay Gündoğan;1990-10-24;Borussia Dortmund;;;2017.0;GER-Bundesliga
Pierre-Emerick Emiliano Franço Aubameyang;1989-06-18;Borussia Dortmund;;;2017.0;GER-Bundesliga
Timothy Chandler;1990-03-29;Eintracht Frankfurt;;;2017.0;GER-Bundesliga
Makoto Hasebe;1984-01-18;Eintracht Frankfurt;;;2017.0;GER-Bundesliga
Sebastian Rode;1990-10-11;Bayern;;;2017.0;GER-Bundesliga
Pierre-Emile Kordt Højbjerg;1995-08-05;Schalke;Bayern;;2017.0;GER-Bundesliga
Mike-Steven Bähre;1995-08-10;Hannover;;;2017.0;GER-Bundesliga
Philipp Martin Max;1993-09-30;Augsburg;;;2017.0;GER-Bundesliga
Per Ciljan Skjelbred;1987-06-16;Hertha Berlin;;;2017.0;GER-Bundesliga
Iver Tobias Rørvik Fossum;1996-07-15;Hannover;;;2017.0;GER-Bundesliga
Josip Drmić;1992-08-08;Hamburg;Borussia M.Gladbach;;2017.0;GER-Bundesliga
Hendrik Bonmann;1994-01-22;Borussia Dortmund;;;2017.0;GER-Bundesliga
Jens Grahl;1988-09-22;Hoffenheim;;;2017.0;GER-Bundesliga
Emil Balayev;1994-04-17;Eintracht Frankfurt;;;2017.0;GER-Bundesliga
Jan Kliment;1993-09-01;Stuttgart;;;2017.0;GER-Bundesliga
Marco Reus;1989-05-31;Borussia Dortmund;;;2017.0;GER-Bundesliga
Marius Wolf;1995-05-27;Hannover;;;2017.0;GER-Bundesliga
Benjamin Paa Kwesi Henrichs;1997-02-23;Leverkusen;;;2017.0;GER-Bundesliga
Juan Bernat Velasco;1993-03-01;Bayern;;;2017.0;GER-Bundesliga
Julian Draxler;1993-09-20;Wolfsburg;Schalke;;2017.0;GER-Bundesliga
Younès Belhanda;1990-02-25;Schalke;;;2017.0;GER-Bundesliga
Mats Julian Hummels;1988-12-16;Borussia Dortmund;;;2017.0;GER-Bundesliga
David Olatukunbo Alaba;1992-06-24;Bayern;;;2017.0;GER-Bundesliga
Niklas Süle;1995-09-03;Hoffenheim;;;2017.0;GER-Bundesliga
Kevin De Bruyne;1991-06-28;Wolfsburg;;;2017.0;GER-Bundesliga
Mohameth Djibril Ibrahima Sow;1997-02-06;Borussia M.Gladbach;;;2017.0;GER-Bundesliga
Julian Brandt;1996-05-02;Leverkusen;;;2017.0;GER-Bundesliga
Kevin Kampl;1990-10-09;Leverkusen;Borussia Dortmund;;2017.0;GER-Bundesliga
Timo Werner;1996-03-06;Stuttgart;;;2017.0;GER-Bundesliga
Antonio Rüdiger;1993-03-03;Stuttgart;;;2017.0;GER-Bundesliga
Adnan Januzaj;1995-02-05;Borussia Dortmund;;;2017.0;GER-Bundesliga
Thorgan Ganael Francis Hazard;1993-03-29;Borussia M.Gladbach;;;2017.0;GER-Bundesliga
Bård Finne;1995-02-13;FC Koln;;;2017.0;GER-Bundesliga
Miloš Jojić;1992-03-19;FC Koln;;;2017.0;GER-Bundesliga
Przemysław Tytoń;1987-01-04;Stuttgart;;;2017.0;GER-Bundesliga
Kerem Demirbay;1993-07-03;Hamburg;;;2017.0;GER-Bundesliga
Lukas Rupp;1991-01-08;Stuttgart;;;2017.0;GER-Bundesliga
Tin Jedvaj;1995-11-28;Leverkusen;;;2017.0;GER-Bundesliga
André Ramalho Silva;1992-02-16;Leverkusen;;;2017.0;GER-Bundesliga
Izet Hajrović;1991-08-04;Werder Bremen;;;2017.0;GER-Bundesliga
Mijat Gaćinović;1995-02-08;Eintracht Frankfurt;;;2017.0;GER-Bundesliga
Filip Kostić;1992-11-01;Stuttgart;;;2017.0;GER-Bundesliga
Adelino André Vieira Freitas;1986-01-24;Wolfsburg;;;2017.0;GER-Bundesliga
Steven Zuber;1991-08-17;Hoffenheim;;;2017.0;GER-Bundesliga
Filip Mladenović;1995-08-15;FC Koln;;;2017.0;GER-Bundesliga
Ivan Lučić;1995-03-23;Bayern;;;2017.0;GER-Bundesliga
László Kleinheisler;1994-04-08;Werder Bremen;;;2017.0;GER-Bundesliga
Maximilian Meyer;1995-09-18;Schalke;;;2017.0;GER-Bundesliga
Jon Gorenc Stankovič;1996-01-14;Borussia Dortmund;;;2017.0;GER-Bundesliga
Abdul Rahman Baba;1994-07-02;Augsburg;;;2017.0;GER-Bundesliga
Sonny Kittel;1993-01-06;Eintracht Frankfurt;;;2017.0;GER-Bundesliga
Vladimír Darida;1990-08-08;Hertha Berlin;;;2017.0;GER-Bundesliga
Kaan Ayhan;1994-11-10;Eintracht Frankfurt;Schalke;;2017.0;GER-Bundesliga
Patrick Pflücke;1996-11-30;Mainz;;;2017.0;GER-Bundesliga
Franco Matías Di Santo;1989-04-07;Schalke;;;2017.0;GER-Bundesliga
Márcio Rafael Ferreira de Souza;1985-09-07;Bayern;;;2017.0;GER-Bundesliga
Odysseas Vlachodimos;1994-04-26;Stuttgart;;;2017.0;GER-Bundesliga
Wendell Nascimento Borges;1993-07-20;Leverkusen;;;2017.0;GER-Bundesliga
Charles Mariano Aránguiz Sandoval;1989-04-17;Leverkusen;;;2017.0;GER-Bundesliga
Marcelo Alfonso Díaz Rojas;1986-12-30;Hamburg;;;2017.0;GER-Bundesliga
Bruno Henrique Pinto;1990-12-30;Wolfsburg;;;2017.0;GER-Bundesliga
Todor Lyubchev Nedelev;1993-02-07;Mainz;;;2017.0;GER-Bundesliga
Vladlen Yurchenko;1994-01-22;Leverkusen;;;2017.0;GER-Bundesliga
Jannik Vestergaard;1992-08-03;Werder Bremen;;;2017.0;GER-Bundesliga
Elias Kachunga;1992-04-22;Ingolstadt;;;2017.0;GER-Bundesliga
Mario Vrančić;1989-05-23;Darmstadt;;;2017.0;GER-Bundesliga
Mohamed Gouaida;1993-05-15;Hamburg;;;2017.0;GER-Bundesliga
Aron Jóhannsson;1990-11-10;Werder Bremen;;;2017.0;GER-Bundesliga
Emiliano Adrián Insúa Zapata;1989-01-07;Stuttgart;;;2017.0;GER-Bundesliga
Pablo Ezequiel De Blasis;1988-02-04;Mainz;;;2017.0;GER-Bundesliga
Carlos Antonio Ascues Ávila;1992-06-19;Wolfsburg;;;2017.0;GER-Bundesliga
Yannik Oettl;1996-11-19;Augsburg;;;2017.0;GER-Bundesliga
Nico Schulz;1993-04-01;Borussia M.Gladbach;;;2017.0;GER-Bundesliga
Julian Baumgartlinger;1988-01-02;Leverkusen;;;2017.0;GER-Bundesliga
Robbie Thomas Kruse;1988-10-05;Leverkusen;;;2017.0;GER-Bundesliga
Georg Niedermeier;1986-02-26;Freiburg;;;2017.0;GER-Bundesliga
Sandro Wagner;1987-11-29;Hoffenheim;;;2017.0;GER-Bundesliga
Bojan Krkić Pérez;1990-08-28;Mainz;;;2017.0;GER-Bundesliga
Timothée Kolodziejczak;1991-10-01;Borussia M.Gladbach;;;2017.0;GER-Bundesliga
Dominik Franke;1998-10-05;RBL;;;2017.0;GER-Bundesliga
Giulio Donati;1990-02-05;Mainz;;;2017.0;GER-Bundesliga
Mario Gómez García;1985-07-10;Wolfsburg;;;2017.0;GER-Bundesliga
Hamit Altıntop;1982-12-08;Darmstadt;;;2017.0;GER-Bundesliga
Moritz Leitner;1992-12-08;Augsburg;;;2017.0;GER-Bundesliga
Neven Subotić;1988-12-10;FC Koln;Borussia Dortmund;;2017.0;GER-Bundesliga
Nils Petersen;1988-12-06;Freiburg;;;2017.0;GER-Bundesliga
Holger Badstuber;1989-03-13;Schalke;Bayern;;2017.0;GER-Bundesliga
Marvin Compper;1985-06-14;RBL;;;2017.0;GER-Bundesliga
Nicolas Feldhahn;1986-08-14;Bayern;;;2017.0;GER-Bundesliga
Victor Obinna Nsofor;1987-03-25;Darmstadt;;;2017.0;GER-Bundesliga
Ramazan Özcan;1984-06-28;Leverkusen;;;2017.0;GER-Bundesliga
Giuseppe Leo;1995-01-30;Ingolstadt;;;2017.0;GER-Bundesliga
Gojko Kačar;1987-01-26;Augsburg;;;2017.0;GER-Bundesliga
Ousman Manneh;1997-03-10;Werder Bremen;;;2017.0;GER-Bundesliga
Marc Torrejón Moya;1986-02-18;Freiburg;;;2017.0;GER-Bundesliga
Nils Rütten;1995-07-20;Borussia M.Gladbach;;;2017.0;GER-Bundesliga
Artem Fedetskiy;1985-04-26;Darmstadt;;;2017.0;GER-Bundesliga
Julian Schuster;1985-04-15;Freiburg;;;2017.0;GER-Bundesliga
Artoms Rudņevs;1988-01-13;FC Koln;;;2017.0;GER-Bundesliga
Miguel Blanco;1999-04-26;Eintracht Frankfurt;;;2017.0;GER-Bundesliga
Patrick Banggaard Jensen;1994-04-04;Darmstadt;;;2017.0;GER-Bundesliga
Dominik Kaiser;1988-09-16;RBL;;;2017.0;GER-Bundesliga
Immanuel Höhn;1991-12-23;Darmstadt;;;2017.0;GER-Bundesliga
Sidney Sam;1988-01-31;Darmstadt;Schalke;;2017.0;GER-Bundesliga
Vedad Ibišević;1984-08-06;Hertha Berlin;;;2017.0;GER-Bundesliga
Alexander Esswein;1990-03-25;Hertha Berlin;Augsburg;;2017.0;GER-Bundesliga
Joo-Ho Park;1987-01-16;Borussia Dortmund;;;2017.0;GER-Bundesliga
Shani Tarashaj;1995-02-07;Eintracht Frankfurt;;;2017.0;GER-Bundesliga
Ludovic Lamine Sané;1987-03-22;Werder Bremen;;;2017.0;GER-Bundesliga
Markus Steinhöfer;1986-03-07;Darmstadt;;;2017.0;GER-Bundesliga
Fabio Coltorti;1980-12-03;RBL;;;2017.0;GER-Bundesliga
Roman Bezjak;1989-02-21;Darmstadt;;;2017.0;GER-Bundesliga
Aaron Hunt;1986-09-04;Hamburg;;;2017.0;GER-Bundesliga
Mërgim Mavraj;1986-06-09;Hamburg;FC Koln;;2017.0;GER-Bundesliga
Patric Klandt;1983-09-29;Freiburg;;;2017.0;GER-Bundesliga
Daniel Didavi;1990-02-21;Wolfsburg;;;2017.0;GER-Bundesliga
Konstantin Rausch;1990-03-15;FC Koln;;;2017.0;GER-Bundesliga
Paul-Georges Ntep de Madiba;1992-07-29;Wolfsburg;;;2017.0;GER-Bundesliga
Deji-Ousman Beyreuther;1999-09-06;Eintracht Frankfurt;;;2017.0;GER-Bundesliga
Amir Falahen;1993-03-15;Freiburg;;;2017.0;GER-Bundesliga
Ronaldo Aparecido Rodrigues;1982-09-10;Schalke;;;2017.0;GER-Bundesliga
Benjamin Hübner;1989-07-04;Hoffenheim;;;2017.0;GER-Bundesliga
Ádám Csaba Szalai;1987-12-09;Hoffenheim;;;2017.0;GER-Bundesliga
Martin Josef Hinteregger;1992-09-07;Augsburg;;;2017.0;GER-Bundesliga
Ihor Berezovskyi;1990-08-24;Darmstadt;;;2017.0;GER-Bundesliga
Wilson Kamavuaka;1990-03-29;Darmstadt;;;2017.0;GER-Bundesliga
Furkan Zorba;1998-02-25;Eintracht Frankfurt;;;2017.0;GER-Bundesliga
Änis Ben-Hatira;1988-07-18;Darmstadt;;;2017.0;GER-Bundesliga
Peter Niemeyer;1983-11-22;Darmstadt;;;2017.0;GER-Bundesliga
Omer Damari;1989-03-24;RBL;;;2017.0;GER-Bundesliga
